PLACECODE,MUNICIPALITY
62280,14/407 - PORT MATILDA
62304,34/403 - PORT ROYAL
62320,02/455 - PORT VUE
62352,04/214 - POTTER
62360,14/218 - POTTER
62416,46/416 - POTTSTOWN
62432,53/301 - POTTSVILLE
62544,60/215 - PRESIDENT
62600,63/217 - PRESTON
62632,45/211 - PRICE
62712,40/423 - PRINGLE
62744,63/404 - PROMPTON
62752,10/416 - PROSPECT
62792,23/419 - PROSPECT PARK
62832,36/229 - PROVIDENCE
62888,04/215 - PULASKI
62896,37/209 - PULASKI
62920,33/406 - PUNXSUTAWNEY
62960,58/222 - PUTNAM
63008,43/220 - PYMATUNING
63048,09/415 - QUAKERTOWN
63064,36/416 - QUARRYVILLE
63144,55/219 - QUEMAHONING
63200,28/211 - QUINCY
63224,04/216 - RACCOON
63264,23/106 - RADNOR
63288,66/423 - RAILROAD
63312,05/409 - RAINSBURG
63328,49/212 - RALPHO
63360,17/416 - RAMEY
63400,20/216 - RANDOLPH
63408,02/456 - RANKIN
63432,35/216 - RANSOM
63440,36/230 - RAPHO
63560,03/220 - RAYBURN
63584,32/218 - RAYNE
63608,11/221 - READE
63616,01/218 - READING
63624,06/301 - READING
63712,03/221 - REDBANK
63728,16/218 - REDBANK
63808,46/417 - RED HILL
63840,66/424 - RED LION
63904,26/216 - REDSTONE
63928,22/213 - REED
64088,53/224 - REILLY
64200,18/406 - RENOVO
64240,02/114 - RESERVE
64376,33/407 - REYNOLDSVILLE
64424,40/226 - RICE
64432,30/405 - RICES LANDING
64512,30/216 - RICHHILL
64528,02/217 - RICHLAND
64536,09/220 - RICHLAND
64544,11/222 - RICHLAND
64552,16/219 - RICHLAND
64560,38/407 - RICHLAND
64568,60/216 - RICHLAND
64584,09/416 - RICHLANDTOWN
64592,06/232 - RICHMOND
64600,20/217 - RICHMOND
64624,58/223 - RICHMOND
64696,08/219 - RIDGEBURY
64784,24/402 - RIDGWAY
64792,24/209 - RIDGWAY
64800,23/107 - RIDLEY
64832,23/420 - RIDLEY PARK
64856,09/417 - RIEGELSVILLE
64904,16/408 - RIMERSBURG
64960,33/216 - RINGGOLD
65000,53/424 - RINGTOWN
65112,49/408 - RIVERSIDE
65224,35/217 - ROARING BROOK
65240,19/221 - ROARING CREEK
65256,07/406 - ROARING SPRING
65320,06/233 - ROBESON
65336,06/416 - ROBESONIA
65352,02/115 - ROBINSON
65376,62/223 - ROBINSON
65392,04/426 - ROCHESTER
65408,04/105 - ROCHESTER
65440,20/218 - ROCKDALE
65472,49/213 - ROCKEFELLER
65496,31/414 - ROCKHILL
65544,06/234 - ROCKLAND
65560,60/217 - ROCKLAND
65568,46/418 - ROCKLEDGE
65736,55/415 - ROCKWOOD
65944,08/408 - ROME
65952,08/220 - ROME
65960,20/219 - ROME
66016,62/426 - ROSCOE
66032,33/217 - ROSE
66168,48/413 - ROSETO
66192,23/421 - ROSE VALLEY
66232,58/407 - ROSEVILLE
66264,02/116 - ROSS
66272,40/227 - ROSS
66280,45/212 - ROSS
66312,02/457 - ROSSLYN FARMS
66376,64/103 - ROSTRAVER
66416,52/217 - ROULETTE
66440,60/406 - ROUSEVILLE
66560,22/413 - ROYALTON
66576,46/419 - ROYERSFORD
66720,03/414 - RURAL VALLEY
66728,06/235 - RUSCOMBMANOR
66736,14/219 - RUSH
66744,22/214 - RUSH
66752,49/214 - RUSH
66760,53/225 - RUSH
66776,57/224 - RUSH
66912,58/224 - RUTLAND
66928,23/422 - RUTLEDGE
66944,53/226 - RYAN
66976,50/213 - RYE
67080,15/232 - SADSBURY
67088,20/220 - SADSBURY
67096,36/231 - SADSBURY
67120,20/409 - SAEGERTOWN
67224,53/425 - SAINT CLAIR
67240,64/213 - ST CLAIR
67256,05/410 - SAINT CLAIRSVIL
67304,06/417 - ST LAWRENCE
67344,24/301 - SAINT MARYS
67384,16/409 - SAINT PETERSBUR
67400,28/212 - SAINT THOMAS
67432,16/220 - SALEM
67456,40/228 - SALEM
67472,43/221 - SALEM
67488,63/218 - SALEM
67496,64/214 - SALEM
67528,46/214 - SALFORD
67568,36/232 - SALISBURY
67576,39/101 - SALISBURY
67584,55/416 - SALISBURY
67616,41/408 - SALLADASBURG
67632,31/415 - SALTILLO
67640,26/217 - SALTLICK
67648,32/412 - SALTSBURG
67784,17/228 - SANDY
67816,43/222 - SANDY CREEK
67824,60/218 - SANDY CREEK
67848,43/409 - SANDY LAKE
67856,43/223 - SANDY LAKE
67920,11/424 - SANKERTOWN
68032,50/214 - SAVILLE
68056,10/417 - SAXONBURG
68072,05/411 - SAXTON
68096,08/409 - SAYRE
68104,11/425 - SCALP LEVEL
68152,05/412 - SCHELLSBURG
68288,15/233 - SCHUYLKILL
68304,53/227 - SCHUYLKILL
68312,53/426 - SCHUYLKILL HAVE
68328,46/420 - SCHWENKSVILLE
68392,19/222 - SCOTT
68400,35/218 - SCOTT
68408,37/210 - SCOTT
68416,63/219 - SCOTT
68432,64/424 - SCOTTDALE
68456,02/117 - SCOTT
69000,35/302 - SCRANTON
69016,60/219 - SCRUBGRASS
69216,54/404 - SELINSGROVE
69248,09/418 - SELLERSVILLE
69304,42/214 - SERGEANT
69308,10/423 - SEVEN FIELDS
69336,55/423 - SEVEN SPRINGS
69360,66/425 - SEVEN VALLEYS
69368,64/425 - SEWARD
69376,02/458 - SEWICKLEY
69392,64/215 - SEWICKLEY
69400,02/459 - SEWICKLEY HEIGH
69416,02/460 - SEWICKLEY HILLS
69448,55/220 - SHADE
69456,31/416 - SHADE GAP
69584,02/118 - SHALER
69600,49/301 - SHAMOKIN
69608,49/215 - SHAMOKIN
69616,54/405 - SHAMOKIN DAM
69680,55/417 - SHANKSVILLE
69720,43/302 - SHARON
69736,52/218 - SHARON
69752,23/423 - SHARON HILL
69776,02/461 - SHARPSBURG
69800,43/410 - SHARPSVILLE
69936,43/411 - SHEAKLEYVILLE
69992,61/218 - SHEFFIELD
70040,32/413 - SHELOCTA
70056,53/427 - SHENANDOAH
70080,37/211 - SHENANGO
70096,43/224 - SHENANGO
70208,08/221 - SHESHEQUIN
70224,40/424 - SHICKSHINNY
70248,06/418 - SHILLINGTON
70304,52/406 - SHINGLEHOUSE
70336,12/205 - SHIPPEN
70344,58/225 - SHIPPEN
70352,21/409 - SHIPPENSBURG
70360,21/211 - SHIPPENSBURG
70368,16/410 - SHIPPENVILLE
70376,04/427 - SHIPPINGPORT
70384,21/410 - SHIREMANSTOWN
70400,31/220 - SHIRLEY
70408,31/417 - SHIRLEYSBURG
70464,06/419 - SHOEMAKERSVILLE
70496,51/210 - SHOHOLA
70552,41/236 - SHREWSBURY
70560,56/209 - SHREWSBURY
70568,66/426 - SHREWSBURY
70576,66/226 - SHREWSBURY
70744,09/419 - SILVERDALE
70776,57/225 - SILVER LAKE
70792,21/212 - SILVER SPRING
70880,06/420 - SINKING SPRING
71016,46/215 - SKIPPACK
71144,39/408 - SLATINGTON
71176,16/411 - SLIGO
71184,10/418 - SLIPPERY ROCK
71192,10/227 - SLIPPERY ROCK
71200,37/212 - SLIPPERY ROCK
71216,40/229 - SLOCUM
71248,42/406 - SMETHPORT
71256,32/414 - SMICKSBURG
71288,62/224 - SMITH
71312,08/222 - SMITHFIELD
71320,26/414 - SMITHFIELD
71328,31/221 - SMITHFIELD
71344,45/213 - SMITHFIELD
71424,64/426 - SMITHTON
71544,05/219 - SNAKE SPRING
71600,14/408 - SNOW SHOE
71608,14/220 - SNOW SHOE
71620,37/410 - S.N.P.J.
71624,07/212 - SNYDER
71632,33/218 - SNYDER
71688,49/409 - SNYDERTOWN
71752,09/221 - SOLEBURY
71776,55/418 - SOMERSET
71784,55/221 - SOMERSET
71792,62/225 - SOMERSET
71856,46/421 - SOUDERTON
71872,35/219 - SOUTH ABINGTON
71888,05/220 - SOUTHAMPTON
71904,21/215 - SOUTHAMPTON
71912,28/213 - SOUTHAMPTON
71920,55/222 - SOUTHAMPTON
71928,38/211 - SOUTH ANNVILLE
71952,04/217 - SOUTH BEAVER
71968,03/222 - SOUTH BEND
71976,03/415 - SOUTH BETHLEHEM
72000,03/223 - SOUTH BUFFALO
72024,63/220 - SOUTH CANAAN
72040,19/223 - SOUTH CENTRE
72072,15/412 - SOUTH COATESVIL
72080,26/415 - SOUTH CONNELLSV
72088,15/234 - SOUTH COVENTRY
72096,08/223 - SOUTH CREEK
72160,02/119 - SOUTH FAYETTE
72168,11/426 - SOUTH FORK
72176,62/226 - SOUTH FRANKLIN
72192,64/427 - SOUTH GREENSBUR
72200,22/215 - SOUTH HANOVER
72208,06/236 - SOUTH HEIDELBER
72216,04/428 - SOUTH HEIGHTS
72256,64/216 - SOUTH HUNTINGDO
72288,38/212 - SOUTH LEBANON
72296,38/213 - SOUTH LONDONDER
72304,32/219 - SOUTH MAHONING
72312,53/228 - SOUTH MANHEIM
72336,21/213 - SOUTH MIDDLETON
72344,11/427 - SOUTHMONT
72376,37/406 - SOUTH NEW CASTL
72384,21/214 - SOUTH NEWTON
72400,02/219 - SOUTH PARK
72416,14/409 - SOUTH PHILIPSBU
72440,43/225 - SOUTH PYMATUMIN
72448,18/407 - SOUTH RENOVO
72472,20/221 - SOUTH SHENANGO
72504,62/227 - SOUTH STRABANE
72544,26/218 - SOUTH UNION
72568,02/120 - SOUTH VERSAILLE
72592,08/410 - SOUTH WAVERLY
72600,61/219 - SOUTHWEST
72616,64/428 - SOUTHWEST GREEN
72624,50/215 - SOUTHWEST MADIS
72632,39/103 - SOUTH WHITEHALL
72648,41/409 - SOUTH WILLIAMSP
72656,05/221 - SOUTH WOODBURY
72672,11/428 - SPANGLER
72688,20/222 - SPARTA
72704,20/410 - SPARTANSBURG
72736,62/427 - SPEERS
72824,06/237 - SPRING
72832,14/221 - SPRING
72840,20/223 - SPRING
72848,50/216 - SPRING
72856,54/211 - SPRING
72872,20/411 - SPRINGBORO
72896,35/220 - SPRINGBROOK
72920,15/413 - SPRING CITY
72928,24/210 - SPRING CREEK
72952,61/220 - SPRING CREEK
72960,02/462 - SPRINGDALE
72968,02/121 - SPRINGDALE
72992,66/227 - SPRINGETTSBURY
73008,08/224 - SPRINGFIELD
73016,09/222 - SPRINGFIELD
73032,23/108 - SPRINGFIELD
73048,25/215 - SPRINGFIELD
73064,26/219 - SPRINGFIELD
73072,31/222 - SPRINGFIELD
73080,43/226 - SPRINGFIELD
73088,46/108 - SPRINGFIELD
73096,66/228 - SPRINGFIELD
73168,66/101 - SPRING GARDEN
73192,66/427 - SPRING GROVE
73240,26/220 - SPRINGHILL
73248,30/217 - SPRINGHILL
73440,57/226 - SPRINGVILLE
73480,31/223 - SPRUCE CREEK
73504,34/209 - SPRUCE HILL
73632,08/225 - STANDING STONE
73784,63/405 - STARRUCCA
73808,14/410 - STATE COLLEGE
73888,22/414 - STEELTON
73968,63/221 - STERLING
74016,20/224 - STEUBEN
74032,08/226 - STEVENS
74072,52/219 - STEWARDSON
74080,26/221 - STEWART
74104,66/428 - STEWARTSTOWN
74184,19/409 - STILLWATER
74224,62/428 - STOCKDALE
74232,48/414 - STOCKERTOWN
74288,43/412 - STONEBORO
74432,11/101 - STONYCREEK
74440,55/223 - STONYCREEK
74648,02/122 - STOWE
74672,55/419 - STOYSTOWN
74680,01/219 - STRABAN
74712,36/417 - STRASBURG
74720,36/233 - STRASBURG
74728,16/412 - STRATTANVILLE
74744,06/421 - STRAUSSTOWN
74880,45/214 - STROUD
74888,45/404 - STROUDSBURG
74992,03/224 - SUGARCREEK
75000,60/409 - SUGARCREEK
75008,43/227 - SUGAR GROVE
75016,61/403 - SUGARGROVE
75024,61/221 - SUGAR GROVE
75048,19/224 - SUGARLOAF
75064,40/230 - SUGARLOAF
75072,40/425 - SUGAR NOTCH
75104,58/226 - SULLIVAN
75136,11/429 - SUMMERHILL
75144,11/223 - SUMMERHILL
75160,20/225 - SUMMERHILL
75168,33/408 - SUMMERVILLE
75184,10/228 - SUMMIT
75200,20/226 - SUMMIT
75208,25/216 - SUMMIT
75224,52/220 - SUMMIT
75232,55/224 - SUMMIT
75248,13/409 - SUMMIT HILL
75304,49/302 - SUNBURY
75520,11/224 - SUSQUEHANNA
75528,22/101 - SUSQUEHANNA
75536,34/210 - SUSQUEHANNA
75544,41/237 - SUSQUEHANNA
75568,57/411 - SUSQUEHANNA DEP
75584,64/429 - SUTERSVILLE
75648,23/424 - SWARTHMORE
75672,22/102 - SWATARA
75680,38/214 - SWATARA
75720,52/221 - SWEDEN
75816,02/463 - SWISSVALE
75840,40/426 - SWOYERSVILLE
75888,33/409 - SYKESVILLE
75944,08/411 - SYLVANIA
75952,52/222 - SYLVANIA
76032,53/428 - TAMAQUA
76104,02/464 - TARENTUM
76144,48/415 - TATAMY
76160,07/213 - TAYLOR
76168,14/222 - TAYLOR
76176,29/207 - TAYLOR
76184,35/414 - TAYLOR
76192,37/213 - TAYLOR
76304,46/422 - TELFORD
76312,31/224 - TELL
76320,06/422 - TEMPLE
76400,36/418 - TERRE HILL
76408,08/227 - TERRY
76424,63/222 - TEXAS
76488,29/208 - THOMPSON
76496,57/412 - THOMPSON
76504,57/227 - THOMPSON
76536,34/404 - THOMPSONTOWN
76560,02/465 - THORNBURG
76568,15/235 - THORNBURY
76576,23/209 - THORNBURY
76632,31/418 - THREE SPRINGS
76648,35/415 - THROOP
76696,61/404 - TIDIOUTE
76712,06/238 - TILDEN
76744,33/410 - TIMBLIN
76784,09/223 - TINICUM
76792,23/109 - TINICUM
76808,58/408 - TIOGA
76824,58/227 - TIOGA
76848,27/401 - TIONESTA
76864,27/208 - TIONESTA
76904,20/302 - TITUSVILLE
76920,50/217 - TOBOYNE
76928,16/221 - TOBY
76960,45/215 - TOBYHANNA
76984,31/225 - TODD
76992,29/209 - TODD
77104,06/423 - TOPTON
77152,46/216 - TOWAMENCIN
77160,13/212 - TOWAMENSING
77168,08/412 - TOWANDA
77176,08/228 - TOWANDA
77184,53/429 - TOWER CITY
77232,20/412 - TOWNVILLE
77272,64/430 - TRAFFORD
77288,23/425 - TRAINER
77304,46/423 - TRAPPE
77344,15/236 - TREDYFFRIN
77392,53/430 - TREMONT
77400,53/229 - TREMONT
77512,61/222 - TRIUMPH
77568,17/417 - TROUTVILLE
77584,08/413 - TROY
77592,08/229 - TROY
77616,20/227 - TROY
77704,09/420 - TRUMBAUERSVILLE
77744,09/421 - TULLYTOWN
77752,06/239 - TULPEHOCKEN
77776,45/216 - TUNKHANNOCK
77784,65/405 - TUNKHANNOCK
77792,65/216 - TUNKHANNOCK
77808,11/430 - TUNNEL HILL
77824,34/211 - TURBETT
77832,49/410 - TURBOTVILLE
77840,49/216 - TURBOT
77912,02/467 - TURTLE CREEK
77936,08/230 - TUSCARORA
77952,34/212 - TUSCARORA
77960,50/218 - TUSCARORA
78008,62/429 - TWILIGHT
78160,01/220 - TYRONE
78168,07/407 - TYRONE
78176,07/214 - TYRONE
78184,50/219 - TYRONE
78232,08/231 - ULSTER
78240,52/404 - ULYSSES
78248,52/223 - ULYSSES
78264,01/221 - UNION
78272,05/222 - PAVIA
78280,06/240 - UNION
78288,14/223 - UNION
78296,17/229 - UNION
78304,20/228 - UNION
78312,25/217 - UNION
78320,29/210 - UNION
78328,31/226 - UNION
78336,33/219 - UNION
78368,37/214 - UNION
78376,38/215 - UNION
78384,40/231 - UNION
78392,44/209 - UNION
78400,53/230 - UNION
78408,54/212 - UNION
78416,58/228 - UNION
78424,59/208 - UNION
78432,62/228 - UNION
78448,25/413 - UNION CITY
78456,57/413 - UNION DALE
78528,26/302 - UNIONTOWN
78616,14/411 - UNIONVILLE
78656,64/217 - UNITY
78712,23/426 - UPLAND
78736,21/104 - UPPER ALLEN
78744,49/217 - UPPER AUGUSTA
78752,06/241 - UPPER BERN
78768,64/218 - UPPER BURRELL
78776,23/110 - UPPER CHICHESTE
79000,23/111 - UPPER DARBY
79008,46/109 - UPPER DUBLIN
79024,41/238 - UPPER FAIRFIELD
79032,21/217 - UPPER FRANKFORD
79040,46/217 - UPPER FREDERICK
79056,46/113 - UPPER GWYNEDD
79064,46/219 - UPPER HANOVER
79080,36/234 - UPPER LEACOCK
79104,39/209 - UPPER MACUNGIE
79112,49/218 - UPPER MAHANOY
79120,53/231 - UPPER MAHANTANG
79128,09/224 - UPPER MAKEFIELD
79136,46/220 - UPPER MERION
79152,21/218 - UPPER MIFFLIN
79160,39/210 - UPPER MILFORD
79176,46/110 - UPPER MORELAND
79184,48/214 - UPPER MT BETHEL
79192,48/215 - UPPER NAZARETH
79208,15/237 - UPPER OXFORD
79216,22/216 - UPPER PAXTON
79240,46/114 - UPPER POTTSGROV
79248,23/210 - UPPER PROVIDENC
79256,46/222 - UPPER PROVIDENC
79280,46/223 - UPPER SALFORD
79288,39/211 - UPPER SAUCON
79296,09/225 - UPPER SOUTHAMPT
79304,02/123 - UPPER ST CLAIR
79328,06/242 - UPPER TULPEHOCK
79336,55/225 - UPPER TURKEYFOO
79344,26/222 - UPPER TYRONE
79352,15/238 - UPPER UWCHLAN
79360,11/225 - UPPER YODER
79424,55/420 - URSINA
79472,60/407 - UTICA
79480,15/239 - UWCHLAN
79504,10/419 - VALENCIA
79528,03/225 - VALLEY
79544,15/240 - VALLEY
79552,47/208 - VALLEY
79644,29/402 - VALLEY HI
79768,26/416 - VANDERBILT
79776,64/431 - VANDERGRIFT
79792,35/416 - VANDLING
79904,10/229 - VENANGO
79912,20/413 - VENANGO
79920,20/229 - VENANGO
79928,25/218 - VENANGO
80000,20/230 - VERNON
80032,02/468 - VERONA
80040,02/469 - VERSAILLES
80168,60/220 - VICTORY
80288,11/431 - VINTONDALE
80368,37/408 - WAMPUM
80552,14/224 - WALKER
80560,31/227 - WALKER
80568,34/213 - WALKER
80576,53/232 - WALKER
80600,02/470 - WALL
80616,15/241 - WALLACE
80640,17/418 - WALLACETON
80800,48/416 - WALNUTPORT
80880,37/409 - NEW BEAVER
80936,58/229 - WARD
80952,09/226 - WARMINSTER
80984,08/232 - WARREN
80992,28/214 - WARREN
81000,61/301 - WARREN
81048,09/227 - WARRINGTON
81056,66/229 - WARRINGTON
81080,40/427 - WARRIOR RUN
81104,31/228 - WARRIORS MARK
81120,33/220 - WARSAW
81144,09/228 - WARWICK
81160,15/242 - WARWICK
81168,36/235 - WARWICK
81176,03/226 - WASHINGTON
81184,06/243 - WASHINGTON
81192,10/230 - WASHINGTON
81200,11/226 - WASHINGTON
81208,16/222 - WASHINGTON
81216,22/217 - WASHINGTON
81224,25/219 - WASHINGTON
81232,26/223 - WASHINGTON
81240,28/215 - WASHINGTON
81248,30/218 - WASHINGTON
81256,32/220 - WASHINGTON
81264,33/221 - WASHINGTON
81272,37/215 - WASHINGTON
81280,39/212 - WASHINGTON
81288,41/239 - WASHINGTON
81296,48/216 - WASHINGTON
81304,49/219 - WASHINGTON
81312,53/233 - WASHINGTON
81320,54/213 - WASHINGTON
81328,62/302 - WASHINGTON
81336,64/219 - WASHINGTON
81344,65/217 - WASHINGTON
81352,66/230 - WASHINGTON
81424,47/402 - WASHINGTONVILLE
81456,25/414 - WATERFORD
81472,25/220 - WATERFORD
81576,41/240 - WATSON
81584,61/223 - WATSON
81616,49/411 - WATSONTOWN
81640,50/220 - WATTS
81648,25/415 - WATTSBURG
81712,63/406 - WAYMART
81720,03/227 - WAYNE
81728,18/219 - WAYNE
81736,20/231 - WAYNE
81744,22/218 - WAYNE
81760,25/221 - WAYNE
81768,30/219 - WAYNE
81776,37/216 - WAYNE
81784,44/210 - WAYNE
81792,53/234 - WAYNE
81824,28/406 - WAYNESBORO
81832,30/406 - WAYNESBURG
81856,13/410 - WEATHERLY
82064,39/213 - WEISENBERG
82080,13/411 - WEISSPORT
82128,55/421 - WELLERSBURG
82144,08/233 - WELLS
82152,29/211 - WELLS
82160,58/409 - WELLSBORO
82200,66/429 - WELLSVILLE
82296,06/424 - WERNERSVILLE
82344,25/416 - WESLEYVILLE
82352,31/229 - WEST
82360,35/221 - WEST ABINGTON
82376,62/430 - WEST ALEXANDER
82464,54/214 - WEST BEAVER
82512,62/229 - WEST BETHLEHEM
82544,15/243 - WEST BRADFORD
82568,52/224 - WEST BRANCH
82576,15/244 - WEST BRANDYWINE
82616,62/431 - WEST BROWNSVILL
82632,53/235 - WEST BRUNSWICK
82640,59/209 - WEST BUFFALO
82656,08/234 - WEST BURLINGTON
82664,15/245 - WEST CALN
82680,49/220 - WEST CAMERON
82688,11/227 - WEST CARROLL
82704,15/414 - WEST CHESTER
82712,49/221 - WEST CHILLISQUA
82728,36/236 - WEST COCALICO
82736,46/424 - WEST CONSHOHOCK
82752,38/216 - WEST CORNWALL
82800,02/220 - WEST DEER
82816,36/237 - WEST DONEGAL
82824,36/238 - WEST EARL
82832,48/417 - WEST EASTON
82848,02/471 - WEST ELIZABETH
82928,51/211 - WESTFALL
82936,15/246 - WEST FALLOWFIEL
82944,20/232 - WEST FALLOWFIEL
82968,58/410 - WESTFIELD
82976,58/230 - WESTFIELD
83000,62/230 - WEST FINLEY
83024,03/228 - WEST FRANKLIN
83080,15/247 - WEST GOSHEN
83104,15/415 - WEST GROVE
83128,22/219 - WEST HANOVER
83136,40/428 - WEST HAZLETON
83144,47/209 - WEST HEMLOCK
83152,36/239 - WEST HEMPFIELD
83200,02/472 - WEST HOMESTEAD
83240,18/220 - WEST KEATING
83248,03/416 - WEST KITTANNING
83256,36/240 - WEST LAMPETER
83280,06/425 - WEST LAWN
83312,38/102 - WEST LEBANON
83328,64/432 - WEST LEECHBURG
83376,10/420 - WEST LIBERTY
83408,53/236 - WEST MAHANOY
83416,32/221 - WEST MAHONING
83432,66/231 - WEST MANCHESTER
83440,66/232 - WEST MANHEIM
83464,15/248 - WEST MARLBOROUG
83472,04/429 - WEST MAYFIELD
83480,20/233 - WEST MEAD
83496,43/413 - WEST MIDDLESEX
83504,62/432 - WEST MIDDLETOWN
83512,02/473 - WEST MIFFLIN
83584,11/432 - WESTMONT
83664,15/249 - WEST NANTMEAL
83680,64/433 - WEST NEWTON
83696,46/111 - WEST NORRITON
83712,15/250 - WEST NOTTINGHAM
83736,17/419 - WESTOVER
83792,53/237 - WEST PENN
83800,21/219 - WEST PENNSBORO
83808,54/215 - WEST PERRY
83832,15/251 - WEST PIKELAND
83840,62/231 - WEST PIKE RUN
83856,40/429 - WEST PITTSTON
83912,46/112 - WEST POTTSGROVE
83920,05/226 - WEST PROVIDENCE
83928,06/427 - WEST READING
83960,09/229 - WEST ROCKHILL
83968,15/252 - WEST SADSBURY
83976,43/228 - WEST SALEM
84008,20/234 - WEST SHENANGO
84056,05/227 - WEST ST CLAIR
84064,10/421 - WEST SUNBURY
84080,11/228 - WEST TAYLOR
84104,15/255 - WESTTOWN
84144,02/474 - WEST VIEW
84160,15/253 - WEST VINCENT
84184,32/222 - WEST WHEATFIELD
84192,15/254 - WEST WHITELAND
84272,40/430 - WEST WYOMING
84288,66/430 - WEST YORK
84312,42/215 - WETMORE
84344,26/224 - WHARTON
84360,52/225 - WHARTON
84368,50/221 - WHEATFIELD
84376,43/414 - WHEATLAND
84440,02/475 - WHITAKER
84448,11/229 - WHITE
84472,32/223 - WHITE
84496,59/210 - WHITE DEER
84512,02/476 - WHITEHALL
84528,39/102 - WHITEHALL
84552,40/431 - WHITE HAVEN
84608,30/220 - WHITELEY
84624,46/224 - WHITEMARSH
84704,02/477 - WHITE OAK
84824,04/218 - WHITE
84888,46/225 - WHITPAIN
84976,22/220 - WICONISCO
85152,40/304 - WILKES BARRE
85160,40/104 - WILKES BARRE
85176,02/478 - WILKINSBURG
85184,02/124 - WILKINS
85232,22/221 - WILLIAMS
85256,48/217 - WILLIAMS
85272,07/408 - WILLIAMSBURG
85312,41/301 - WILLIAMSPORT
85320,22/416 - WILLIAMSTOWN
85352,15/256 - WILLISTOWN
85496,02/479 - WILMERDING
85504,37/217 - WILMINGTON
85512,43/229 - WILMINGTON
85528,11/433 - WILMORE
85544,08/235 - WILMOT
85592,48/418 - WILSON
85632,55/422 - WINDBER
85656,48/419 - WIND GAP
85672,08/236 - WINDHAM
85680,65/218 - WINDHAM
85720,06/244 - WINDSOR
85728,66/431 - WINDSOR
85736,66/233 - WINDSOR
85784,10/231 - WINFIELD
85840,33/222 - WINSLOW
85872,66/432 - WINTERSTOWN
85984,41/241 - WOLF
85992,43/230 - WOLF CREEK
86056,06/428 - WOMELSDORF
86080,31/230 - WOOD
86128,05/413 - WOODBURY
86136,05/228 - WOODBURY
86144,07/215 - WOODBURY
86160,20/414 - WOODCOCK
86168,20/235 - WOODCOCK
86440,17/230 - WOODWARD
86448,18/221 - WOODWARD
86456,41/242 - WOODWARD
86496,46/226 - WORCESTER
86528,21/412 - WORMLEYSBURG
86536,10/232 - WORTH
86544,14/225 - WORTH
86552,43/231 - WORTH
86560,03/417 - WORTHINGTON
86568,33/411 - WORTHVILLE
86584,40/232 - WRIGHT
86624,09/230 - WRIGHTSTOWN
86640,66/433 - WRIGHTSVILLE
86656,08/414 - WYALUSING
86664,08/237 - WYALUSING
86856,40/432 - WYOMING
86880,06/429 - WYOMISSING
86888,06/430 - WYOMISSING HILL
86912,08/238 - WYSOX
86920,09/422 - YARDLEY
86952,40/433 - YATESVILLE
86968,23/427 - YEADON
87040,66/434 - YOE
87048,66/301 - YORK
87056,66/102 - YORK
87064,66/435 - YORKANA
87080,66/436 - YORK HAVEN
87136,01/411 - YORK SPRINGS
87160,32/224 - YOUNG
87168,33/223 - YOUNG
87208,64/434 - YOUNGSTOWN
87224,61/406 - YOUNGSVILLE
87232,64/435 - YOUNGWOOD
87272,10/422 - ZELIENOPLE
87280,49/222 - ZERBE
