State/Local,Condition,BR Key,Bridge Id,County,Municipality,Location/Structure Name,Feature Carried,Feature Intersected,Owner,Length (ft),Deck Area (sq ft),Number of Spans,Material,Structure Type,Year Built,Posting Status,Weight Limit Single,Weight Limit Combination,Deck Condition,Superstructure Condition,Substructure Condition,Culvert Condition,Planning Partner,Average Daily Traffic
S,Fair,16670,26028100600000,FAYETTE,Henry Clay Township,HENRY CLAY TOWNSHIP,SR 0281,HALL RUN,STATE HIGHWAY AGENCY,32,883.2,1,Concrete (cast in place),T-beams,1951,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,5 - Fair,5 - Fair,N - Not applicable.,SPC,1450
S,Fair,16676,26038102840773,FAYETTE,Ohiopyle Borough,OHIOPYLE BOROUGH,SR 0381,MEADOW RUN,STATE HIGHWAY AGENCY,204,8894.4,3,Prestressed precast concrete (P/S),I beams,1996,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,6 - Satisfactory,7 - Good,N - Not applicable.,SPC,2469
S,Fair,16679,26038104000000,FAYETTE,"Springfield Township, Stewart Township",STEWART & SPRINGFIELD TWP,SR 0381,LAUREL RUN,STATE HIGHWAY AGENCY,11,374,1,Steel,Pipe culvert,1958,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,6 - Satisfactory,SPC,1808
S,Fair,16683,26038105200572,FAYETTE,Springfield Township,SPRINGFIELD TOWNSHIP,SR 0381,POPLAR RUN,STATE HIGHWAY AGENCY,40,1732,1,Concrete (cast in place),Arch deck - closed,1930,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,6 - Satisfactory,5 - Fair,N - Not applicable.,SPC,2645
S,Fair,16684,26038105800000,FAYETTE,Salt Lick Township,SALTLICK TOWNSHIP,SR 0381,WASH RUN,STATE HIGHWAY AGENCY,12,396,1,Concrete (cast in place),Slab (solid),1942,"OPEN, NO RESTRICTION",N/A,N/A,6 - Satisfactory,6 - Satisfactory,6 - Satisfactory,N - Not applicable.,SPC,2720
S,Fair,16685,26038106000000,FAYETTE,Salt Lick Township,SALTLICK TOWNSHIP,SR 0381,CHAMPION CREEK,STATE HIGHWAY AGENCY,44,1394.8,1,Concrete (cast in place),T-beams,1942,"OPEN, NO RESTRICTION",N/A,N/A,6 - Satisfactory,6 - Satisfactory,5 - Fair,N - Not applicable.,SPC,2720
S,Fair,16686,26038106401416,FAYETTE,Salt Lick Township,SALTLICK TOWNSHIP,SR 0381,BRANCH OF INDIAN CREEK,STATE HIGHWAY AGENCY,12,384,1,Concrete (cast in place),Slab (solid),1942,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,6 - Satisfactory,N - Not applicable.,SPC,2720
S,Fair,16690,26071101500000,FAYETTE,Springfield Township,SPRINGFIELD TOWNSHIP,SR 0711,RASLER RUN,STATE HIGHWAY AGENCY,25,650,1,Concrete (cast in place),T-beams,1926,"OPEN, NO RESTRICTION",N/A,N/A,5 - Fair,5 - Fair,5 - Fair,N - Not applicable.,SPC,3732
S,Fair,16692,26081900300074,FAYETTE,"Dunbar Township, Lower Tyrone Township",DUNBAR TOWNSHIP,SR 0819,YOUGHIOGHENY RIV/BIKE TR,STATE HIGHWAY AGENCY,704,26048,7,Prestressed precast concrete (P/S),I beams,1969,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,5 - Fair,6 - Satisfactory,N - Not applicable.,SPC,2657
S,Fair,16697,26085700300000,FAYETTE,Springhill Township,SPRINGHILL TOWNSHIP,SR 0857,RUBLES RUN,STATE HIGHWAY AGENCY,26,923,1,Concrete (cast in place),Slab (solid),1960,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,6 - Satisfactory,N - Not applicable.,SPC,3833
S,Fair,16698,26085701000000,FAYETTE,Georges Township,GEORGES TOWNSHIP,SR 0857,BRANCH OF MOUNTAIN CREEK,STATE HIGHWAY AGENCY,13,546,1,Steel,Pipe culvert,1967,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,6 - Satisfactory,SPC,4937
S,Fair,16700,26085701100000,FAYETTE,Georges Township,GEORGES TOWNSHIP,SR 0857,BRANCH OF MOUNTAIN CREEK,STATE HIGHWAY AGENCY,12,528,1,Concrete (cast in place),Box culvert,1967,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,6 - Satisfactory,SPC,4937
S,Fair,16701,26085701400000,FAYETTE,Georges Township,GEORGES TOWNSHIP,SR 0857,MOUNTAIN CREEK,STATE HIGHWAY AGENCY,42,1827,1,Prestressed precast concrete (P/S),Box beam - adj,1967,"OPEN, NO RESTRICTION",N/A,N/A,5 - Fair,5 - Fair,5 - Fair,N - Not applicable.,SPC,4937
S,Fair,16703,26085702300000,FAYETTE,Georges Township,GEORGES TOWNSHIP,SR 0857,BRANCH OF MUDDY RUN,STATE HIGHWAY AGENCY,19,627,1,Concrete (cast in place),Slab (solid),1954,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,6 - Satisfactory,6 - Satisfactory,N - Not applicable.,SPC,5400
S,Fair,16704,26090600300000,FAYETTE,Washington Township,WASHINGTON TOWNSHIP,SR 0906,TRIB. MONONGAHELA RIVER,STATE HIGHWAY AGENCY,19,570,1,Concrete (cast in place),Slab (solid),1930,"OPEN, NO RESTRICTION",N/A,N/A,5 - Fair,5 - Fair,5 - Fair,N - Not applicable.,SPC,2631
S,Fair,16705,26090600700700,FAYETTE,Belle Vernon Borough,BELLE VERNON BOROUGH,SR 0906,SPEERS RUN,STATE HIGHWAY AGENCY,20,1440,1,Concrete (cast in place),Tied arch culvert,1949,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,6 - Satisfactory,SPC,4618
S,Fair,16706,26098200300000,FAYETTE,Bulldkin Township,BULLSKIN TOWNSHIP,SR 0982,MOUNTS CREEK,STATE HIGHWAY AGENCY,49,2009,1,Steel,I beams,1953,"OPEN, NO RESTRICTION",N/A,N/A,5 - Fair,5 - Fair,5 - Fair,N - Not applicable.,SPC,6166
S,Fair,16707,26098200400000,FAYETTE,Bulldkin Township,BULLSKIN TOWNSHIP,SR 0982,BRANCH OF MOUNTS CREEK,STATE HIGHWAY AGENCY,15,390,1,Concrete (cast in place),Slab (solid),1953,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,6 - Satisfactory,7 - Good,N - Not applicable.,SPC,6166
S,Fair,16710,26098201201582,FAYETTE,Bulldkin Township,BULLSKIN TOWNSHIP,SR 0982,GREEN LICK RUN,STATE HIGHWAY AGENCY,28,924,1,Concrete (cast in place),T-beams,1930,"OPEN, NO RESTRICTION",N/A,N/A,5 - Fair,5 - Fair,6 - Satisfactory,N - Not applicable.,SPC,4331
S,Fair,16714,26100200100000,FAYETTE,"Perry Township, South Huntingdon Township",PERRY TOWNSHIP,SR 1002,JACOBS CREEK,STATE HIGHWAY AGENCY,127,4267.2,2,Prestressed precast concrete (P/S),Box beam - (spread),1966,"OPEN, NO RESTRICTION",N/A,N/A,5 - Fair,5 - Fair,6 - Satisfactory,N - Not applicable.,SPC,321
S,Fair,16716,26100201401700,FAYETTE,Lower Tyrone Township,LOWER TYRONE TOWNSHIP,SR 1002,BRANCH OF LAUREL RUN,STATE HIGHWAY AGENCY,13,338,1,Steel,I beams,1935,"OPEN, NO RESTRICTION",N/A,N/A,5 - Fair,5 - Fair,6 - Satisfactory,N - Not applicable.,SPC,861
S,Fair,16717,26100201601211,FAYETTE,Lower Tyrone Township,LOWER TYRONE TOWNSHIP,SR 1002,BRANCH OF LAUREL RUN,STATE HIGHWAY AGENCY,19,461.7,1,Concrete (cast in place),Slab (solid),1922,"OPEN, NO RESTRICTION",N/A,N/A,5 - Fair,5 - Fair,5 - Fair,N - Not applicable.,SPC,586
S,Fair,16718,26100201800218,FAYETTE,Lower Tyrone Township,LOWER TYRONE TOWNSHIP,SR 1002,TRIB. YOUGHIOGHENY RIVER,STATE HIGHWAY AGENCY,10,255,1,Concrete (cast in place),Arch deck - closed,1934,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,6 - Satisfactory,6 - Satisfactory,6 - Satisfactory,SPC,586
S,Fair,16719,26100201900000,FAYETTE,Lower Tyrone Township,LOWER TYRONE TOWNSHIP,SR 1002,TRIB. YOUGHIOGHENY RIVER,STATE HIGHWAY AGENCY,9,220.5,1,Concrete (cast in place),Arch deck - closed,1934,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,5 - Fair,5 - Fair,N - Not applicable.,SPC,586
S,Fair,16721,26100300500000,FAYETTE,Springfield Township,SPRINGFIELD TOWNSHIP,SR 1003,BRANCH OF INDIAN CREEK,STATE HIGHWAY AGENCY,11,297,1,Concrete (cast in place),Slab (solid),1937,"OPEN, NO RESTRICTION",N/A,N/A,6 - Satisfactory,6 - Satisfactory,6 - Satisfactory,N - Not applicable.,SPC,142
S,Fair,16722,26100300801384,FAYETTE,Salt Lick Township,SALTLICK TOWNSHIP,SR 1003,BRANCH OF BACK CREEK,STATE HIGHWAY AGENCY,11,286,1,Concrete (cast in place),Slab (solid),1937,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,6 - Satisfactory,N - Not applicable.,SPC,142
S,Fair,16724,26100500160000,FAYETTE,Salt Lick Township,SALTLICK TOWNSHIP,SR 1005,BACK CREEK,STATE HIGHWAY AGENCY,53,816.2,1,Steel,I beams,1940,"OPEN, NO RESTRICTION",N/A,N/A,5 - Fair,5 - Fair,5 - Fair,N - Not applicable.,SPC,305
S,Fair,16728,26100800200000,FAYETTE,Perry Township,PERRY TOWNSHIP,SR 1008,BRANCH OF VIRGIN RUN,STATE HIGHWAY AGENCY,15,390,1,Concrete (cast in place),Slab (solid),1941,"OPEN, NO RESTRICTION",N/A,N/A,6 - Satisfactory,6 - Satisfactory,6 - Satisfactory,N - Not applicable.,SPC,174
S,Fair,16731,26100900101441,FAYETTE,Springfield Township,SPRINGFIELD TOWNSHIP,SR 1009,POPLAR RUN,STATE HIGHWAY AGENCY,36,993.6,1,Concrete (cast in place),T-beams,1948,"OPEN, NO RESTRICTION",N/A,N/A,5 - Fair,5 - Fair,5 - Fair,N - Not applicable.,SPC,773
S,Fair,16733,26101000500784,FAYETTE,Dunbar Township,DUNBAR TOWNSHIP,SR 1010,TOWNSHIP ROAD (TURNBACK),STATE HIGHWAY AGENCY,43,1032,1,Prestressed precast concrete (P/S),Box beam - (spread),1969,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,6 - Satisfactory,6 - Satisfactory,N - Not applicable.,SPC,554
S,Fair,16734,26101000500844,FAYETTE,Dunbar Township,DUNBAR TOWNSHIP,SR 1010,DICKERSON RUN,STATE HIGHWAY AGENCY,25,600,1,Concrete (cast in place),Arch culvert,1900,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,5 - Fair,SPC,554
S,Fair,16735,26101300120000,FAYETTE,Bulldkin Township,BULLSKIN TOWNSHIP,SR 1013,JACOBS CREEK,STATE HIGHWAY AGENCY,59,961.7,2,Concrete (cast in place),T-beams,1923,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,6 - Satisfactory,6 - Satisfactory,N - Not applicable.,SPC,560
S,Fair,16739,26102000500587,FAYETTE,North Union Township,NORTH UNION TOWNSHIP,SR 1020,COVE RUN,STATE HIGHWAY AGENCY,51,2218.5,1,Steel,I beams,1956,"OPEN, NO RESTRICTION",N/A,N/A,6 - Satisfactory,5 - Fair,6 - Satisfactory,N - Not applicable.,SPC,5820
S,Fair,16741,26102200200207,FAYETTE,North Union Township,NORTH UNION TOWNSHIP,SR 1022,SR 0119,STATE HIGHWAY AGENCY,277,13296,4,Prestressed precast concrete (P/S),I beams,1971,"OPEN, NO RESTRICTION",N/A,N/A,5 - Fair,5 - Fair,6 - Satisfactory,N - Not applicable.,SPC,866
S,Fair,16744,26102500100719,FAYETTE,Bulldkin Township,BULLSKIN TOWNSHIP,SR 1025,MOUNTS CREEK,STATE HIGHWAY AGENCY,36,993.6,1,Concrete (cast in place),T-beams,1949,"OPEN, NO RESTRICTION",N/A,N/A,6 - Satisfactory,5 - Fair,5 - Fair,N - Not applicable.,SPC,535
S,Fair,16746,26102700201148,FAYETTE,Bulldkin Township,BULLSKIN TOWNSHIP,SR 1027,BRANCH OF IRISH RUN,STATE HIGHWAY AGENCY,14,336,1,Concrete (cast in place),Slab (solid),1942,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,5 - Fair,5 - Fair,6 - Satisfactory,SPC,1042
S,Fair,16748,26102700603047,FAYETTE,Upper Tyrone Township,U. TYRONE & E. HUNTINGDON,SR 1027,JACOBS CREEK,STATE HIGHWAY AGENCY,76,2622,1,Prestressed precast concrete (P/S),Box beam - adj,1988,"OPEN, NO RESTRICTION",N/A,N/A,6 - Satisfactory,7 - Good,7 - Good,N - Not applicable.,SPC,2613
S,Fair,16749,26102800501881,FAYETTE,Dunbar Township,DUNBAR TOWNSHIP,SR 1028,GIST RUN,STATE HIGHWAY AGENCY,41,1078.3,1,Steel,I beams,1941,"OPEN, NO RESTRICTION",N/A,N/A,5 - Fair,5 - Fair,5 - Fair,N - Not applicable.,SPC,649
S,Fair,16750,26102900100000,FAYETTE,Bulldkin Township,BULLSKIN TOWNSHIP,SR 1029,SR 0119,STATE HIGHWAY AGENCY,140,7070,3,Steel,I beams,1965,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,6 - Satisfactory,N - Not applicable.,SPC,3920
S,Fair,16760,26103100900000,FAYETTE,Upper Tyrone Township,UPPER TYRONE TOWNSHIP,SR 1031,BRANCH OF GALLEY RUN,STATE HIGHWAY AGENCY,12,300,1,Concrete (cast in place),Slab (solid),1942,"OPEN, NO RESTRICTION",N/A,N/A,6 - Satisfactory,6 - Satisfactory,6 - Satisfactory,N - Not applicable.,SPC,972
S,Fair,16763,26103200301297,FAYETTE,Dunbar Borough,DUNBAR BOROUGH,SR 1032,BRANCH OF GIST RUN,STATE HIGHWAY AGENCY,14,511,1,Concrete (cast in place),Slab (solid),1942,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,6 - Satisfactory,N - Not applicable.,SPC,705
S,Fair,16765,26103400303026,FAYETTE,Bulldkin Township,BULLSKIN TOWNSHIP,SR 1034,BREAKNECK RUN,STATE HIGHWAY AGENCY,27,891,1,Steel,I beams,1956,"OPEN, NO RESTRICTION",N/A,N/A,5 - Fair,5 - Fair,6 - Satisfactory,N - Not applicable.,SPC,665
S,Fair,16766,26103500120060,FAYETTE,Bulldkin Township,BULLSKIN TOWNSHIP,SR 1035,MOUNTS CREEK,STATE HIGHWAY AGENCY,53,1860.3,1,Prestressed precast concrete (P/S),Box beam - (spread),1987,"OPEN, NO RESTRICTION",N/A,N/A,6 - Satisfactory,6 - Satisfactory,6 - Satisfactory,N - Not applicable.,SPC,473
S,Fair,16773,26103700902401,FAYETTE,Connellsville City,CITY OF CONNELLSVILLE,SR 1037,CONNELL RUN,STATE HIGHWAY AGENCY,21,630,1,Masonry,Arch culvert,1908,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,5 - Fair,SPC,9163
S,Fair,16774,26103800200000,FAYETTE,Lower Tyrone Township,LOWER TYRONE TOWNSHIP,SR 1038,HICKMAN RUN,STATE HIGHWAY AGENCY,15,450,1,Concrete (cast in place),Box culvert,1956,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,6 - Satisfactory,SPC,469
S,Fair,16778,26104100200000,FAYETTE,Lower Tyrone Township,LOWER TYRONE TOWNSHIP,SR 1041,SMILEY RUN,STATE HIGHWAY AGENCY,21,546,1,Concrete (cast in place),Slab (solid),1941,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,5 - Fair,5 - Fair,N - Not applicable.,SPC,504
S,Fair,16781,26104200100699,FAYETTE,Upper Tyrone Township,UPPER TYRONE TOWNSHIP,SR 1042,JACOBS CREEK,STATE HIGHWAY AGENCY,96,5116.8,2,Prestressed precast concrete (P/S),Box beam - adj,1971,"OPEN, NO RESTRICTION",N/A,N/A,6 - Satisfactory,6 - Satisfactory,6 - Satisfactory,N - Not applicable.,SPC,2437
S,Fair,16783,26104400401131,FAYETTE,Bulldkin Township,BULLSKIN TOWNSHIP,SR 1044,BRANCH OF MOUNTS CREEK,STATE HIGHWAY AGENCY,16,432,1,Concrete encased steel,Slab (solid),1927,"OPEN, NO RESTRICTION",N/A,N/A,5 - Fair,5 - Fair,5 - Fair,N - Not applicable.,SPC,1168
S,Fair,16786,26104700402689,FAYETTE,Dunbar Township,DUNBAR TOWNSHIP,SR 1047,OPOSSUM RUN,STATE HIGHWAY AGENCY,19,494,1,Concrete (cast in place),Slab (solid),1953,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,6 - Satisfactory,6 - Satisfactory,N - Not applicable.,SPC,485
S,Fair,16787,26104800300690,FAYETTE,Bulldkin Township,BULLSKIN TOWNSHIP,SR 1048,MOUNTS CREEK,STATE HIGHWAY AGENCY,51,1377,1,Steel,I beams,1954,"OPEN, NO RESTRICTION",N/A,N/A,6 - Satisfactory,5 - Fair,6 - Satisfactory,N - Not applicable.,SPC,274
S,Fair,16790,26105000401215,FAYETTE,Bulldkin Township,SR 1050/1051 INTERSECTION,SR 1050,BRANCH OF BREAKNECK RUN,STATE HIGHWAY AGENCY,10,680,1,Concrete (cast in place),Slab (solid),1937,"OPEN, NO RESTRICTION",N/A,N/A,6 - Satisfactory,6 - Satisfactory,6 - Satisfactory,N - Not applicable.,SPC,3594
S,Fair,16792,26105001201579,FAYETTE,Salt Lick Township,SALTLICK TOWNSHIP,SR 1050,NEWMYER RUN,STATE HIGHWAY AGENCY,14,364,1,Concrete (cast in place),Slab (solid),1938,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,6 - Satisfactory,N - Not applicable.,SPC,734
S,Fair,16793,26105001801227,FAYETTE,Salt Lick Township,SALTLICK TOWNSHIP,SR 1050,LITTLE CHAMPION CREEK,STATE HIGHWAY AGENCY,29,933.8,1,Steel,I beams,1938,"OPEN, NO RESTRICTION",N/A,N/A,6 - Satisfactory,5 - Fair,6 - Satisfactory,N - Not applicable.,SPC,1470
S,Fair,16795,26105100200000,FAYETTE,North Union Township,NORTH UNION TOWNSHIP,SR 1051,SR 0119,STATE HIGHWAY AGENCY,201,9648,2,Prestressed precast concrete (P/S),I beams,1971,"OPEN, NO RESTRICTION",N/A,N/A,5 - Fair,5 - Fair,5 - Fair,N - Not applicable.,SPC,3439
S,Fair,16796,26105100400485,FAYETTE,North Union Township,NORTH UNION TOWNSHIP,SR 1051,BRANCH OF REDSTONE CREEK,STATE HIGHWAY AGENCY,29,1032.4,1,Concrete (cast in place),T-beams,1950,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,6 - Satisfactory,6 - Satisfactory,N - Not applicable.,SPC,1862
S,Fair,16797,26105100602074,FAYETTE,North Union Township,NORTH UNION TOWNSHIP,SR 1051,RANKIN RUN,STATE HIGHWAY AGENCY,37,1287.6,1,Steel,I beams,1952,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,5 - Fair,6 - Satisfactory,N - Not applicable.,SPC,1804
S,Fair,16798,26105101401489,FAYETTE,Dunbar Township,DUNBAR TOWNSHIP,SR 1051,BRANCH OF OPOSSUM RUN,STATE HIGHWAY AGENCY,10,327,1,Concrete (cast in place),Slab (solid),1928,"OPEN, NO RESTRICTION",N/A,N/A,5 - Fair,5 - Fair,5 - Fair,N - Not applicable.,SPC,2288
S,Fair,16803,26105102600000,FAYETTE,Bulldkin Township,BULLSKIN TOWNSHIP,SR 1051,WHITES RUN,STATE HIGHWAY AGENCY,50,2075,1,Prestressed precast concrete (P/S),Box beam - (spread),1996,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,6 - Satisfactory,7 - Good,N - Not applicable.,SPC,2170
S,Fair,16804,26105102701785,FAYETTE,Bulldkin Township,BULLSKIN TOWNSHIP,SR 1051,BRANCH OF BREAKNECK RUN,STATE HIGHWAY AGENCY,41,1271,1,Steel,I beams,1938,"OPEN, NO RESTRICTION",N/A,N/A,6 - Satisfactory,5 - Fair,6 - Satisfactory,N - Not applicable.,SPC,1583
S,Fair,16807,26105103100000,FAYETTE,Bulldkin Township,BULLSKIN TOWNSHIP,SR 1051,BRANCH OF BREAKNECK RUN,STATE HIGHWAY AGENCY,19,703,1,Concrete (cast in place),Slab (solid),1953,"OPEN, NO RESTRICTION",N/A,N/A,6 - Satisfactory,6 - Satisfactory,6 - Satisfactory,N - Not applicable.,SPC,971
S,Fair,16808,26105103300000,FAYETTE,Bulldkin Township,BULLSKIN TOWNSHIP,SR 1051,BUTLER RUN,STATE HIGHWAY AGENCY,21,579.6,1,Concrete (cast in place),Slab (solid),1937,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,6 - Satisfactory,N - Not applicable.,SPC,431
S,Fair,16810,26105103301807,FAYETTE,Bulldkin Township,BULLSKIN TOWNSHIP,SR 1051,BRANCH OF MOUNTS CREEK,STATE HIGHWAY AGENCY,25,605,1,Steel,I beams,1938,"OPEN, NO RESTRICTION",N/A,N/A,6 - Satisfactory,5 - Fair,6 - Satisfactory,N - Not applicable.,SPC,431
S,Fair,16813,26105104202643,FAYETTE,Salt Lick Township,SALTLICK TOWNSHIP,SR 1051,LITTLE CHAMPION CREEK,STATE HIGHWAY AGENCY,10,270,1,Concrete (cast in place),Slab (solid),1941,"OPEN, NO RESTRICTION",N/A,N/A,6 - Satisfactory,6 - Satisfactory,5 - Fair,N - Not applicable.,SPC,331
S,Fair,16814,26105300101118,FAYETTE,Dunbar Borough,DUNBAR TOWNSHIP,SR 1053,GIST RUN,STATE HIGHWAY AGENCY,33,1254,1,Steel,I beams,1940,"OPEN, NO RESTRICTION",N/A,N/A,5 - Fair,5 - Fair,6 - Satisfactory,N - Not applicable.,SPC,2324
S,Fair,16815,26105300200095,FAYETTE,Dunbar Borough,DUNBAR BOROUGH,SR 1053,BRANCH OF DUNBAR CREEK,STATE HIGHWAY AGENCY,9,180,1,Masonry,Arch deck - closed,1920,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,5 - Fair,5 - Fair,N - Not applicable.,SPC,2877
S,Fair,16818,26105300501984,FAYETTE,Dunbar Township,DUNBAR TOWNSHIP,SR 1053,OPOSSUM RUN,STATE HIGHWAY AGENCY,43,1161,1,Steel,I beams,1939,POSTED FOR LOAD,20,N/A,5 - Fair,5 - Fair,5 - Fair,N - Not applicable.,SPC,696
S,Fair,16819,26105400400000,FAYETTE,Salt Lick Township,SALTLICK TOWNSHIP,SR 1054,NEWMYER RUN,STATE HIGHWAY AGENCY,23,552,1,Concrete (cast in place),Slab (solid),1941,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,6 - Satisfactory,5 - Fair,N - Not applicable.,SPC,560
S,Fair,16823,26105500200000,FAYETTE,Stewart Township,STEWART TOWNSHIP,SR 1055,JONATHAN RUN,STATE HIGHWAY AGENCY,12,312,1,Masonry,Arch culvert,1940,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,6 - Satisfactory,SPC,468
S,Fair,16826,26105501400000,FAYETTE,Dunbar Township,DUNBAR TOWNSHIP,SR 1055,TUCKER RUN,STATE HIGHWAY AGENCY,17,425,1,Steel,I beams,1940,"OPEN, NO RESTRICTION",N/A,N/A,6 - Satisfactory,5 - Fair,5 - Fair,N - Not applicable.,SPC,468
S,Fair,16831,26105502001944,FAYETTE,Dunbar Township,DUNBAR TOWNSHIP,SR 1055,DUNBAR CREEK,STATE HIGHWAY AGENCY,57,1829.7,1,Steel,I beams,1937,POSTED FOR LOAD,27,32,5 - Fair,5 - Fair,5 - Fair,N - Not applicable.,SPC,468
S,Fair,16836,26105503300000,FAYETTE,North Union Township,NORTH UNION TOWNSHIP,SR 1055,COVE RUN,STATE HIGHWAY AGENCY,31,1488,1,Prestressed precast concrete (P/S),Box beam - adj,1970,"OPEN, NO RESTRICTION",N/A,N/A,5 - Fair,6 - Satisfactory,6 - Satisfactory,N - Not applicable.,SPC,1362
S,Fair,16837,26105800400381,FAYETTE,,BULLSKIN & MT. PLEASANT T,SR 1058,JACOBS CREEK,STATE HIGHWAY AGENCY,27,745.2,1,Concrete (cast in place),T-beams,1948,"OPEN, NO RESTRICTION",N/A,N/A,5 - Fair,7 - Good,5 - Fair,N - Not applicable.,SPC,1390
S,Fair,16838,26105800800000,FAYETTE,,SALTLICK & DONEGAL TWPS.,SR 1058,CHAMPION CREEK,STATE HIGHWAY AGENCY,25,690,1,Concrete (cast in place),T-beams,1948,"OPEN, NO RESTRICTION",N/A,N/A,6 - Satisfactory,6 - Satisfactory,5 - Fair,N - Not applicable.,SPC,1390
S,Fair,16839,26105801002248,FAYETTE,,SALTLICK & DONEGAL TWPS.,SR 1058,BRANCH OF CHAMPION CREEK,STATE HIGHWAY AGENCY,17,442,1,Concrete (cast in place),Box culvert,1948,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,5 - Fair,SPC,1590
S,Fair,16846,26200200700507,FAYETTE,Wharton Township,WHARTON TOWNSHIP,SR 2002,BRANCH OF MILL RUN,STATE HIGHWAY AGENCY,11,275,1,Concrete (cast in place),Slab (solid),1940,"OPEN, NO RESTRICTION",N/A,N/A,6 - Satisfactory,6 - Satisfactory,6 - Satisfactory,N - Not applicable.,SPC,103
S,Fair,16847,26200200900055,FAYETTE,Wharton Township,WHARTON TOWNSHIP,SR 2002,BRANCH OF BIG SANDY CK.,STATE HIGHWAY AGENCY,11,286,1,Concrete (cast in place),Slab (solid),1940,"OPEN, NO RESTRICTION",N/A,N/A,6 - Satisfactory,6 - Satisfactory,5 - Fair,N - Not applicable.,SPC,103
S,Fair,16848,26200300202837,FAYETTE,Wharton Township,WHARTON TOWNSHIP,SR 2003,BIG SANDY CREEK,STATE HIGHWAY AGENCY,72,1944,1,Steel,I beams,1951,"OPEN, NO RESTRICTION",N/A,N/A,5 - Fair,5 - Fair,5 - Fair,N - Not applicable.,SPC,479
S,Fair,16850,26200300800000,FAYETTE,Wharton Township,WHARTON TOWNSHIP,SR 2003,CHANEY RUN,STATE HIGHWAY AGENCY,17,589.9,1,Concrete (cast in place),Slab (solid),1920,"OPEN, NO RESTRICTION",N/A,N/A,5 - Fair,5 - Fair,5 - Fair,N - Not applicable.,SPC,479
S,Fair,16851,26200300801337,FAYETTE,Wharton Township,WHARTON TOWNSHIP,SR 2003,CHANEY RUN,STATE HIGHWAY AGENCY,27,885.6,1,Concrete (cast in place),Slab (solid),1920,POSTED FOR LOAD,30,40,5 - Fair,5 - Fair,5 - Fair,N - Not applicable.,SPC,479
S,Fair,16853,26200300900000,FAYETTE,Wharton Township,WHARTON TOWNSHIP,SR 2003,CHANEY RUN,STATE HIGHWAY AGENCY,15,403.5,1,Concrete (cast in place),Slab (solid),1920,"OPEN, NO RESTRICTION",N/A,N/A,6 - Satisfactory,6 - Satisfactory,6 - Satisfactory,N - Not applicable.,SPC,479
S,Fair,16856,26200400100570,FAYETTE,Wharton Township,WHARTON TOWNSHIP,SR 2004,BRANCH OF BIG SANDY CK.,STATE HIGHWAY AGENCY,12,332.4,1,Concrete (cast in place),Slab (solid),1934,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,5 - Fair,N - Not applicable.,SPC,79
